molecule_chembl_id,canonical_smiles,standard_value,standard_units,standard_type
CHEMBL290738,O=C(CC1CCc2cc(Br)cc3[nH]c(=O)c(=O)n1c23)Nc1ccccc1,4600.0,nM,IC50
CHEMBL290738,O=C(CC1CCc2cc(Br)cc3[nH]c(=O)c(=O)n1c23)Nc1ccccc1,1700.0,nM,IC50
CHEMBL81658,O=C(N[C@H](CSCc1ccccc1)C(=O)O)[C@H](CS)Cc1ccccc1,32.0,nM,IC50
CHEMBL128913,CCCCc1nc2cccc(N)c2n1Cc1ccc(-c2ccccc2C(=O)O)cc1,1060.0,nM,IC50
CHEMBL339814,O=c1c2ccccc2c(-c2ccccc2)nn1CCn1ccnc1,1318.26,nM,IC50
CHEMBL130619,O=c1c2ccccc2c(-c2ccc(F)cc2)nn1CCn1ccnc1,15848.93,nM,IC50
CHEMBL131421,CSc1ccc(-c2nn(CCn3ccnc3)c(=O)c3ccccc23)cc1,4466.84,nM,IC50
CHEMBL94145,CCCCc1nn(-c2ccccc2C(F)(F)F)c(=O)n1Cc1ccc(-c2ccccc2S(=O)(=O)NC(=O)C2(C)SCCS2)cc1,0.22,nM,IC50
CHEMBL94145,CCCCc1nn(-c2ccccc2C(F)(F)F)c(=O)n1Cc1ccc(-c2ccccc2S(=O)(=O)NC(=O)C2(C)SCCS2)cc1,80.0,nM,IC50
CHEMBL145159,COc1ccc(Cn2c(NS(=O)(=O)c3ccc(OC)cc3)nc3c2c(=O)n(CC2CC2)c(=O)n3CC2CC2)cc1,1500.0,nM,IC50
CHEMBL145159,COc1ccc(Cn2c(NS(=O)(=O)c3ccc(OC)cc3)nc3c2c(=O)n(CC2CC2)c(=O)n3CC2CC2)cc1,2200.0,nM,IC50
CHEMBL145159,COc1ccc(Cn2c(NS(=O)(=O)c3ccc(OC)cc3)nc3c2c(=O)n(CC2CC2)c(=O)n3CC2CC2)cc1,5100.0,nM,IC50
CHEMBL145159,COc1ccc(Cn2c(NS(=O)(=O)c3ccc(OC)cc3)nc3c2c(=O)n(CC2CC2)c(=O)n3CC2CC2)cc1,1000.0,nM,IC50
CHEMBL28079,CCCOc1ccccc1-c1nc2[nH]nnc2c(=O)[nH]1,13000.0,nM,IC50
CHEMBL28079,CCCOc1ccccc1-c1nc2[nH]nnc2c(=O)[nH]1,53000.0,nM,IC50
CHEMBL28079,CCCOc1ccccc1-c1nc2[nH]nnc2c(=O)[nH]1,900.0,nM,IC50
CHEMBL42713,CCCOc1ccccc1-c1nc2nc[nH]c2c(=O)[nH]1,1000.0,nM,IC50
CHEMBL53624,Nc1nc(/C(=N/O)C(=O)N[C@@H]2C(=O)N3C(C(=O)O)=C(/C=C4\CCN(CC(F)(F)F)C4=O)CS[C@H]23)cs1,30000.0,nM,IC50
CHEMBL53624,Nc1nc(/C(=N/O)C(=O)N[C@@H]2C(=O)N3C(C(=O)O)=C(/C=C4\CCN(CC(F)(F)F)C4=O)CS[C@H]23)cs1,300.0,nM,IC50
CHEMBL53624,Nc1nc(/C(=N/O)C(=O)N[C@@H]2C(=O)N3C(C(=O)O)=C(/C=C4\CCN(CC(F)(F)F)C4=O)CS[C@H]23)cs1,360.0,nM,IC50
CHEMBL53624,Nc1nc(/C(=N/O)C(=O)N[C@@H]2C(=O)N3C(C(=O)O)=C(/C=C4\CCN(CC(F)(F)F)C4=O)CS[C@H]23)cs1,870.0,nM,IC50
CHEMBL53624,Nc1nc(/C(=N/O)C(=O)N[C@@H]2C(=O)N3C(C(=O)O)=C(/C=C4\CCN(CC(F)(F)F)C4=O)CS[C@H]23)cs1,25000.0,nM,IC50
CHEMBL53624,Nc1nc(/C(=N/O)C(=O)N[C@@H]2C(=O)N3C(C(=O)O)=C(/C=C4\CCN(CC(F)(F)F)C4=O)CS[C@H]23)cs1,8000.0,nM,IC50
CHEMBL303336,c1ccc(CN2CCC3(CCCc4ccccc43)CC2)cc1,0.26,nM,IC50
CHEMBL303336,c1ccc(CN2CCC3(CCCc4ccccc43)CC2)cc1,12.0,nM,IC50
CHEMBL104637,COc1ccc(C(=O)c2c(C)[nH]c3ccccc23)cc1,27.0,nM,IC50
CHEMBL107136,Cc1c(C(=O)c2cccc3ccoc23)c2ccccc2n1CCN1CCOCC1,71.0,nM,IC50
CHEMBL107136,Cc1c(C(=O)c2cccc3ccoc23)c2ccccc2n1CCN1CCOCC1,17.0,nM,IC50
CHEMBL367423,O=C1OC(Cc2c[nH]c3ccccc23)C(=O)N1Cc1cccc(C(F)(F)F)c1,2666.0,nM,IC50
CHEMBL64468,CCCCN1CCC2(CC1)OCc1ccccc12,2.5,nM,IC50
CHEMBL64468,CCCCN1CCC2(CC1)OCc1ccccc12,7.3,nM,IC50
CHEMBL64305,c1ccc(CCCCCN2CCC3(CC2)OCc2ccccc23)cc1,0.82,nM,IC50
CHEMBL64305,c1ccc(CCCCCN2CCC3(CC2)OCc2ccccc23)cc1,0.2,nM,IC50
CHEMBL59852,Fc1ccc(-n2cc(CCCCN3CCC4(CC3)OCc3ccc(F)cc34)c3ccccc32)cc1,5.5,nM,IC50
CHEMBL59852,Fc1ccc(-n2cc(CCCCN3CCC4(CC3)OCc3ccc(F)cc34)c3ccccc32)cc1,0.31,nM,IC50
CHEMBL400364,Cc1[nH]c2nc(N)[nH]c(=O)c2c1Sc1ccc([N+](=O)[O-])cc1,150.0,nM,IC50
CHEMBL400364,Cc1[nH]c2nc(N)[nH]c(=O)c2c1Sc1ccc([N+](=O)[O-])cc1,5100.0,nM,IC50
CHEMBL400364,Cc1[nH]c2nc(N)[nH]c(=O)c2c1Sc1ccc([N+](=O)[O-])cc1,13000.0,nM,IC50
CHEMBL400364,Cc1[nH]c2nc(N)[nH]c(=O)c2c1Sc1ccc([N+](=O)[O-])cc1,15000.0,nM,IC50
CHEMBL400364,Cc1[nH]c2nc(N)[nH]c(=O)c2c1Sc1ccc([N+](=O)[O-])cc1,2000.0,nM,IC50
CHEMBL400364,Cc1[nH]c2nc(N)[nH]c(=O)c2c1Sc1ccc([N+](=O)[O-])cc1,7470000.0,nM,IC50
CHEMBL400364,Cc1[nH]c2nc(N)[nH]c(=O)c2c1Sc1ccc([N+](=O)[O-])cc1,244000.0,nM,IC50
CHEMBL331082,CC(=O)Oc1ccc(C)cc1C(=O)/C=C/c1ccc([N+](=O)[O-])o1,4786300.92,nM,IC50
CHEMBL137279,Nc1ccccc1NC(=O)CCCC[C@@H]1CCSS1,61000.0,nM,IC50
CHEMBL131510,Nc1nc(OCc2cc(Br)cs2)c2ncn(CCCCCCCCCCO[C@H]3OC(CO)[C@@H](O)[C@@H](O)C3O)c2n1,30.0,nM,IC50
CHEMBL2311098,C[C@@H](O)[C@@H]1NC(=O)[C@H](CCCCN)NC(=O)[C@@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](NC(=O)[C@@H](N)Cc2ccc(Cl)cc2)CSSC[C@@H](C(=O)N[C@@H](Cc2ccc3ccccc3c2)C(N)=O)NC1=O,0.53,nM,IC50
CHEMBL266021,CCCC[C@H](NC(=O)[C@H](CO)NC(=O)[C@H](C)NC(C)=O)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](Cc1c[nH]cn1)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CCCC)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CCCC)C(=O)N[C@@H](CCC)C(=O)N[C@H](C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](Cc1ccc(O)cc1)C(N)=O)[C@@H](C)O,0.59,nM,IC50
CHEMBL266021,CCCC[C@H](NC(=O)[C@H](CO)NC(=O)[C@H](C)NC(C)=O)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](Cc1c[nH]cn1)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CCCC)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CCCC)C(=O)N[C@@H](CCC)C(=O)N[C@H](C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](Cc1ccc(O)cc1)C(N)=O)[C@@H](C)O,57.0,nM,IC50
CHEMBL266021,CCCC[C@H](NC(=O)[C@H](CO)NC(=O)[C@H](C)NC(C)=O)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](Cc1c[nH]cn1)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CCCC)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CCCC)C(=O)N[C@@H](CCC)C(=O)N[C@H](C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](Cc1ccc(O)cc1)C(N)=O)[C@@H](C)O,1586.0,nM,IC50
CHEMBL411200,CCCC[C@H](NC(=O)[C@H](CO)NC(=O)[C@H](C)NC(C)=O)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](Cc1c[nH]cn1)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CCCC)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CCC)C(=O)N[C@H](C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](Cc1ccc(O)cc1)C(N)=O)[C@@H](C)O,0.56,nM,IC50
CHEMBL411200,CCCC[C@H](NC(=O)[C@H](CO)NC(=O)[C@H](C)NC(C)=O)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](Cc1c[nH]cn1)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CCCC)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CCC)C(=O)N[C@H](C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](Cc1ccc(O)cc1)C(N)=O)[C@@H](C)O,3.73,nM,IC50
CHEMBL411200,CCCC[C@H](NC(=O)[C@H](CO)NC(=O)[C@H](C)NC(C)=O)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](Cc1c[nH]cn1)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CCCC)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CCC)C(=O)N[C@H](C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](Cc1ccc(O)cc1)C(N)=O)[C@@H](C)O,183.0,nM,IC50
CHEMBL412257,CCCC[C@H](NC(=O)[C@H](CO)NC(=O)[C@H](C)NC(C)=O)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](Cc1c[nH]cn1)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CCCC)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CCC)C(=O)N[C@H](C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCCN=C(N)N)CN[C@@H](Cc1ccc(O)cc1)C(N)=O)[C@@H](C)O,0.31,nM,IC50
CHEMBL412257,CCCC[C@H](NC(=O)[C@H](CO)NC(=O)[C@H](C)NC(C)=O)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](Cc1c[nH]cn1)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CCCC)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CCC)C(=O)N[C@H](C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCCN=C(N)N)CN[C@@H](Cc1ccc(O)cc1)C(N)=O)[C@@H](C)O,1.75,nM,IC50
CHEMBL412257,CCCC[C@H](NC(=O)[C@H](CO)NC(=O)[C@H](C)NC(C)=O)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](Cc1c[nH]cn1)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CCCC)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CCC)C(=O)N[C@H](C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCCN=C(N)N)CN[C@@H](Cc1ccc(O)cc1)C(N)=O)[C@@H](C)O,1567.0,nM,IC50
CHEMBL120878,COc1ccccc1C(=O)NCCC1CCN(CC2COc3ccccc3O2)CC1,1.2,nM,IC50
CHEMBL120878,COc1ccccc1C(=O)NCCC1CCN(CC2COc3ccccc3O2)CC1,20.0,nM,IC50
CHEMBL120878,COc1ccccc1C(=O)NCCC1CCN(CC2COc3ccccc3O2)CC1,24.0,nM,IC50
CHEMBL122821,O=C(NCCC1CCN(CC2COc3ccccc3O2)CC1)Nc1ccc(O)cc1,1.0,nM,IC50
CHEMBL122821,O=C(NCCC1CCN(CC2COc3ccccc3O2)CC1)Nc1ccc(O)cc1,15.0,nM,IC50
CHEMBL122821,O=C(NCCC1CCN(CC2COc3ccccc3O2)CC1)Nc1ccc(O)cc1,15.0,nM,IC50
CHEMBL332790,O=C(NCCC1CCN(CC2COc3ccccc3O2)CC1)Oc1ccccc1,2.9,nM,IC50
CHEMBL332790,O=C(NCCC1CCN(CC2COc3ccccc3O2)CC1)Oc1ccccc1,60.0,nM,IC50
CHEMBL332790,O=C(NCCC1CCN(CC2COc3ccccc3O2)CC1)Oc1ccccc1,52.0,nM,IC50
CHEMBL2112065,Cc1cc(N)c2ccccc2[n+]1CCCC/C=C\CCCC[n+]1c(C)cc(N)c2ccccc21.[I-].[I-],52000.0,nM,IC50
CHEMBL346625,C=CCN1CCN(C(c2ccc(C(=O)N(CC)CC)cc2)c2cccc(OC)c2)CC1.O=C(O)C(=O)O,20300.0,nM,IC50
CHEMBL346625,C=CCN1CCN(C(c2ccc(C(=O)N(CC)CC)cc2)c2cccc(OC)c2)CC1.O=C(O)C(=O)O,33.1,nM,IC50
CHEMBL156776,COC1C(COC(=O)CBr)OC(n2c3c(Cl)cccc3c3c4c(c5c6cccc(Cl)c6[nH]c5c32)C(=O)NC4=O)C(O)C1O,101000.0,nM,IC50
CHEMBL156776,COC1C(COC(=O)CBr)OC(n2c3c(Cl)cccc3c3c4c(c5c6cccc(Cl)c6[nH]c5c32)C(=O)NC4=O)C(O)C1O,430.0,nM,IC50
CHEMBL156776,COC1C(COC(=O)CBr)OC(n2c3c(Cl)cccc3c3c4c(c5c6cccc(Cl)c6[nH]c5c32)C(=O)NC4=O)C(O)C1O,4300.0,nM,IC50
CHEMBL156776,COC1C(COC(=O)CBr)OC(n2c3c(Cl)cccc3c3c4c(c5c6cccc(Cl)c6[nH]c5c32)C(=O)NC4=O)C(O)C1O,330.0,nM,IC50
CHEMBL106023,NS(=O)(=O)c1ccc(-n2cc(C(F)(F)F)nc2-c2cncc(Br)c2)cc1,340.0,nM,IC50
CHEMBL109143,Cc1nc(-c2nc(C(F)(F)F)cn2-c2ccc(S(N)(=O)=O)cc2)cs1,520.0,nM,IC50
CHEMBL279299,COC(=O)C(=O)/C=C(\O)c1ccc(Br)cc1,1900.0,nM,IC50
CHEMBL1790092,,0.498,nM,IC50
CHEMBL110578,N=C(N)NC(=O)[C@H]1C[C@@H]1c1cc(Cl)ccc1Cl,40.0,nM,IC50
CHEMBL110637,CC(C)c1cc([C@@H]2[C@@H](C(=O)N=C(N)N)C2(C)C)ccc1F,17.0,nM,IC50
CHEMBL314673,CCCCc1nc(Cl)c(COC)n1Cc1ccc(-c2ccccc2C(=O)O)cc1,99.0,nM,IC50
CHEMBL907,CCCCc1nc(Cl)c(C(=O)O)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,38900.0,nM,IC50
CHEMBL38282,CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)NC(C)Cc1ccsc1,21000.0,nM,IC50
CHEMBL407986,Nc1nc2ccc(/C(=N/O)c3ccccc3)nn2c1-c1ccccc1,0.04,ug.mL-1,IC50
CHEMBL407986,Nc1nc2ccc(/C(=N/O)c3ccccc3)nn2c1-c1ccccc1,0.05,ug.mL-1,IC50
CHEMBL407986,Nc1nc2ccc(/C(=N/O)c3ccccc3)nn2c1-c1ccccc1,0.03,ug.mL-1,IC50
CHEMBL407986,Nc1nc2ccc(/C(=N/O)c3ccccc3)nn2c1-c1ccccc1,0.06,ug.mL-1,IC50
CHEMBL407986,Nc1nc2ccc(/C(=N/O)c3ccccc3)nn2c1-c1ccccc1,0.04,ug.mL-1,IC50
CHEMBL407986,Nc1nc2ccc(/C(=N/O)c3ccccc3)nn2c1-c1ccccc1,0.04,ug.mL-1,IC50
CHEMBL407986,Nc1nc2ccc(/C(=N/O)c3ccccc3)nn2c1-c1ccccc1,0.02,ug.mL-1,IC50
CHEMBL407986,Nc1nc2ccc(/C(=N/O)c3ccccc3)nn2c1-c1ccccc1,0.05,ug.mL-1,IC50
CHEMBL136909,CNC(=O)/C=C(\c1ccccc1)c1ccc2nc(N)c(-c3ccc(F)cc3)n2n1,0.11,ug.mL-1,IC50
CHEMBL326022,NC(=O)[C@H](Cc1ccccc1)NC(=O)CCCCCCC(=O)NO,1100.0,nM,IC50
CHEMBL326022,NC(=O)[C@H](Cc1ccccc1)NC(=O)CCCCCCC(=O)NO,840.0,nM,IC50
CHEMBL326022,NC(=O)[C@H](Cc1ccccc1)NC(=O)CCCCCCC(=O)NO,64000.0,nM,IC50
CHEMBL142305,CN(C)c1ccc(C(=O)NCCCCC(=O)NO)cc1,2000.0,nM,IC50
CHEMBL95959,O=C(CCCCCCC(=O)c1ccccc1)NO,270.0,nM,IC50
CHEMBL99810,O=C(CCCCCCCC(=O)c1ccccc1)NO,135.0,nM,IC50
CHEMBL59316,O=C(CCCCCCNC(=O)c1cc2cc(Cl)ccc2o1)NO,15.0,nM,IC50
CHEMBL59316,O=C(CCCCCCNC(=O)c1cc2cc(Cl)ccc2o1)NO,180.0,nM,IC50
CHEMBL59316,O=C(CCCCCCNC(=O)c1cc2cc(Cl)ccc2o1)NO,190.0,nM,IC50
CHEMBL98346,O=C(CCc1ccc(NS(=O)(=O)c2ccccc2)cc1)NO,100.0,nM,IC50
CHEMBL145891,O=C(/C=C/c1ccc(NS(=O)(=O)c2ccc(-c3ccccc3)cc2)cc1)NO,10.0,nM,IC50
CHEMBL275380,O=C(NCC1CCC(C(=O)NO)CC1)c1ccc(-c2ccccc2)cc1,4700.0,nM,IC50
CHEMBL275380,O=C(NCC1CCC(C(=O)NO)CC1)c1ccc(-c2ccccc2)cc1,310.0,nM,IC50
CHEMBL12760,Cn1cc(C(=O)Cc2ccccc2)cc1/C=C/C(=O)NO,100.0,nM,IC50
CHEMBL117404,O=C(CCCCCCC(=O)C(F)(F)F)Nc1ccccc1-c1ccccc1,16000.0,nM,IC50
CHEMBL2370999,CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2cn(OC)c3ccccc23)NC(=O)[C@H](CCCCCC(=O)O)NC(=O)[C@H]2CCCCN2C1=O,15.0,nM,IC50
CHEMBL2370999,CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2cn(OC)c3ccccc23)NC(=O)[C@H](CCCCCC(=O)O)NC(=O)[C@H]2CCCCN2C1=O,30.0,nM,IC50
CHEMBL2371004,CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2cn(OC)c3ccccc23)NC(=O)[C@H](CCCCCCC(=O)OC)NC(=O)[C@H]2CCCCN2C1=O,7.0,nM,IC50
CHEMBL2371004,CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2cn(OC)c3ccccc23)NC(=O)[C@H](CCCCCCC(=O)OC)NC(=O)[C@H]2CCCCN2C1=O,0.5,ug.mL-1,IC50
CHEMBL51060,CN(C)c1ccc(C(=O)c2cc(/C=C/C(=O)NO)n(C)c2)cc1,2400.0,nM,IC50
CHEMBL51060,CN(C)c1ccc(C(=O)c2cc(/C=C/C(=O)NO)n(C)c2)cc1,4200.0,nM,IC50
CHEMBL144916,CC(=O)O[C@@H]1CCC=C2[C@@]3(C)C=C(C#N)C(=O)C(C)(C)[C@@H]3CC[C@]21C,480.0,nM,IC50
CHEMBL126997,CC(C)(C)c1cnc(CSc2cnc(NC(=O)Nc3c(F)cccc3F)s2)o1,2.0,nM,IC50
CHEMBL126997,CC(C)(C)c1cnc(CSc2cnc(NC(=O)Nc3c(F)cccc3F)s2)o1,10.0,nM,IC50
CHEMBL126997,CC(C)(C)c1cnc(CSc2cnc(NC(=O)Nc3c(F)cccc3F)s2)o1,390.0,nM,IC50
CHEMBL126997,CC(C)(C)c1cnc(CSc2cnc(NC(=O)Nc3c(F)cccc3F)s2)o1,240.0,nM,IC50
CHEMBL338233,OC(CN(Cc1cccc(C(F)(F)F)c1)c1cccc(Cl)c1)C(F)(F)F,12000.0,nM,IC50
CHEMBL129440,OC(COc1cccc(CN(CC(O)C(F)(F)F)c2cccc(Oc3ccccc3)c2)c1)C(F)(F)F,1300.0,nM,IC50
CHEMBL129440,OC(COc1cccc(CN(CC(O)C(F)(F)F)c2cccc(Oc3ccccc3)c2)c1)C(F)(F)F,62000.0,nM,IC50
CHEMBL332412,O=C(O)C(=C\c1ccc(O)c(O)c1)/C(=C/c1ccc(O)c(O)c1)C(=O)O,830.0,nM,IC50
CHEMBL332412,O=C(O)C(=C\c1ccc(O)c(O)c1)/C(=C/c1ccc(O)c(O)c1)C(=O)O,2190.0,nM,IC50
CHEMBL307604,C=CCNc1nccc(-c2[nH]c([C@H]3OC[C@@](C)(C(=O)NCCOC)CO3)nc2-c2ccc(F)cc2)n1,62.0,nM,IC50
CHEMBL307604,C=CCNc1nccc(-c2[nH]c([C@H]3OC[C@@](C)(C(=O)NCCOC)CO3)nc2-c2ccc(F)cc2)n1,73.0,nM,IC50
CHEMBL384184,CSCC[C@H](N)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@H]1CSSC[C@@H](C(=O)NCC(=O)N[C@@H](CCC(=O)O)C(N)=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H]([C@@H](C)O)NC(=O)[C@H](CC(=O)O)NC(=O)[C@@H](CO)NC(=O)[C@H](CCCN=C(N)N)NC1=O,4200.0,nM,IC50
CHEMBL384184,CSCC[C@H](N)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@H]1CSSC[C@@H](C(=O)NCC(=O)N[C@@H](CCC(=O)O)C(N)=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H]([C@@H](C)O)NC(=O)[C@H](CC(=O)O)NC(=O)[C@@H](CO)NC(=O)[C@H](CCCN=C(N)N)NC1=O,190.0,nM,IC50
CHEMBL10059,C[C@@H]1CC[C@H]2[C@@H](C)C(CC(=O)CC3OC4O[C@]5(C)CC[C@H]6[C@H](C)CC[C@@H]([C@H]3C)C46OO5)OC3O[C@]4(C)CCC1C32OO4,0.91,nM,IC50
CHEMBL277595,Cc1cc(C)c(NC(=O)c2sccc2S(=O)(=O)Nc2onc(C)c2Cl)c(C)c1,0.15,nM,IC50
CHEMBL61711,Cc1cc(C)c(NC(=O)c2sccc2S(=O)(=O)Nc2onc(C)c2Cl)c(C(=O)N(C)CC(C)(C)C)c1,0.68,nM,IC50
CHEMBL79942,CO[C@H]1O[C@]2(C)CC[C@H]3CCC[C@@H](CCOC(=O)c4ccc(C(=O)OCCN(C)C)cc4)[C@]31OO2,0.0033,ug.mL-1,IC50
CHEMBL79942,CO[C@H]1O[C@]2(C)CC[C@H]3CCC[C@@H](CCOC(=O)c4ccc(C(=O)OCCN(C)C)cc4)[C@]31OO2,0.0126,ug.mL-1,IC50
CHEMBL607448,COc1cc(CC(=O)N(C)[C@@H]2CCCC[C@@H]2N2CCCC2)cc(OC)c1OC,302.0,nM,IC50
CHEMBL286990,C[n+]1ccn(COCC(C)(C)[N+](=O)[O-])c1/C=N/O.[Cl-],10600.0,nM,IC50
CHEMBL154368,O=C(Nc1ccc(S(=O)(=O)[O-])cc1)C(CS)Cc1ccc([N+](=O)[O-])cc1.[Na+],14.0,nM,IC50
CHEMBL311445,O=C(N[C@@H](Cc1ccccc1)C(=O)O)C(=O)c1c[nH]c2ccc(Br)cc12,60000.0,nM,IC50
CHEMBL12713,O=C1NCCN1CCN1CCC(c2cn(-c3ccc(F)cc3)c3ccc(Cl)cc23)CC1,0.39,nM,IC50
CHEMBL12713,O=C1NCCN1CCN1CCC(c2cn(-c3ccc(F)cc3)c3ccc(Cl)cc23)CC1,4.1,nM,IC50
CHEMBL12713,O=C1NCCN1CCN1CCC(c2cn(-c3ccc(F)cc3)c3ccc(Cl)cc23)CC1,3.4,nM,IC50
CHEMBL157823,O=C(NCS(=O)(=O)O)C(CS)Cc1ccccc1,2.2,nM,IC50
CHEMBL157823,O=C(NCS(=O)(=O)O)C(CS)Cc1ccccc1,12000.0,nM,IC50
CHEMBL168068,COc1ccc([C@@H]2Cc3cc(Cl)ccc3N(CCN(C)C)C(=O)[C@@H]2C)cc1,150.0,nM,IC50
CHEMBL37093,c1ccc2cc(-c3noc(C4CN5CCC4CC5)n3)ccc2c1,1479.11,nM,IC50
CHEMBL431315,COCCC1CN(c2ccc(O)cc2)NC1=O,5130.0,nM,IC50
CHEMBL59045,CC(C)=CCC/C(C)=C/CC/C(C)=C/CCCOP(=O)([O-])C(=O)[O-].[Na+].[Na+],41600.0,nM,IC50
CHEMBL54287,CC(C)=CCC/C(C)=C/CC/C(C)=C/COP(=O)([O-])CC(=O)[O-].[Li+].[Li+],86000.0,nM,IC50
CHEMBL54287,CC(C)=CCC/C(C)=C/CC/C(C)=C/COP(=O)([O-])CC(=O)[O-].[Li+].[Li+],273000.0,nM,IC50
CHEMBL62058,C=CCc1c(OC)nc2nc(-c3noc(C)n3)cn2c1C,560.0,nM,IC50
CHEMBL65051,C=CCc1c(OC)nc2nc(-c3nc(C)cs3)cn2c1C,100.0,nM,IC50
CHEMBL2114229,COC(=O)CCC/C=C\C[C@@H]1C(/C=C/[C@H](O)CCCCc2ccccc2)[C@H](O)C[C@@H]1O,50000.0,nM,IC50
CHEMBL45451,CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@@H](Cc1ccc(OCc2ccccc2)cc1)C(=O)NC1c2ccccc2C[C@H]1O,0.18,nM,IC50
CHEMBL543413,C#CCN(C)C(CC)CC.Cl,180.0,nM,IC50
CHEMBL543413,C#CCN(C)C(CC)CC.Cl,2400.0,nM,IC50
CHEMBL305806,CCc1nn(C2CCCC2)c2c1CCN(Cc1ccccc1)C2=O,420.0,nM,IC50
CHEMBL32442,COc1ccc([C@H](Cc2ccncc2)c2ccccc2)cc1OC1CCCC1,670.0,nM,IC50
CHEMBL275040,C=C(C)[C@H]1CN[C@H](C(=O)O)[C@H]1CC(=O)O,4000.0,nM,IC50
CHEMBL275040,C=C(C)[C@H]1CN[C@H](C(=O)O)[C@H]1CC(=O)O,7.0,nM,IC50
CHEMBL151552,NC1=NC(OCc2cncc(Br)c2)c2[nH]cnc2N1,250.0,nM,IC50
